name,id,width,height,icon_width,icon_height,features,fleaMarket,flea_avg48,flea_ch48percent,prapor,therapist,fence,skier,peacekeeper,mechanic,ragman,jaeger
ASh-12,5cda9bcfd7f00c0c0b53e900,1,1,,,,18882,17582,1.94,,,860,1053,10,1204,,
ASh-12,5cdaa99dd7f00c002412d0b2,1,1,,,,12000,9722,-3.82,,,408,500,5,572,,
SHREWD 762,5cdd7685d7f00c000f260ed2,1,1,,,,10000,12188,11.95,,,4400,5390,50,6160,,
M11,5cdd7693d7f00c0010373aa5,1,1,,,,10000,10467,-14.38,,,3740,4581,42,5236,,
MOD*X Gen.3,5cde739cd7f00c0010373bd3,2,1,,,,19999,26936,15.32,,,5988,,68,8384,,
AB adpt.,5cde77a9d7f00c000f261009,1,1,,,,8000,11589,0.19,,,1040,,12,1457,,
MOD*X,5cde7afdd7f00c000d36b89d,3,1,,,,25000,22854,-24.68,,,3960,4851,45,5544,,
MOD*X rail,5cde7b43d7f00c000d36b93e,2,1,,,,26899,34840,-29.17,,,1056,,12,1478,,
Pro700,5cdeac22d7f00c000f26168f,3,1,,,,23000,27612,8.42,,,7188,,82,10064,,
Pro700,5cdeac42d7f00c000d36ba73,2,1,,,,6669,9510,-30.44,,,1879,,21,2631,,
Pro700,5cdeac5cd7f00c000f261694,1,1,,,,23444,21722,23.73,,,720,882,8,1008,,
Pro700 rail,5cdeaca5d7f00c00b61c4b70,2,1,,,,8000,6749,-40.67,,,936,,11,1310,,
PMAG AC,5ce69cbad7f00c00b61c5098,1,1,,,,18555,17894,-5.13,,,1120,,13,1568,,
Attenuator,5cebec00d7f00c065c53522a,2,1,,,,80000,77515,3.58,,,25380,31090,288,35532,,
PS90,5cebec10d7f00c065703d185,3,1,,,,75000,0,0,,,1340,,15,1876,,
P90 Ring,5cebec38d7f00c00110a652a,1,1,,,,13999,11704,-25.4,7750,,6200,7595,70,8680,,
AA-70,5cf12a15d7f00c05464b293f,1,2,,,,29999,40228,38.72,,,2496,,28,3494,,
Archangel M700,5cf13123d7f00c1085616a50,3,1,,,,16111,20636,-1.07,,,8400,,95,11760,,
Aggressor,5cf4e3f3d7f00c06595bc7f0,1,1,,,,27000,34440,0.05,,,7760,9506,88,10864,,
Pillau,5cf4fb76d7f00c065703d3ac,1,1,,,,9999,7975,-5.93,,,1400,1715,16,1960,,
AK-EPG,5cf50850d7f00c056e24104c,1,1,,,,11000,17668,-6.21,,,1560,1911,18,2184,,
AK-EPG,5cf508bfd7f00c056e24104e,1,1,,,,11111,14236,-0.07,,,1560,1911,18,2184,,
AKTS AK74,5cf50fc5d7f00c056c53f83c,2,1,,,,30000,31057,5.98,,,2480,,28,3472,,
AKTS AKM,5cf518cfd7f00c065b422214,2,1,,,,7279,21796,-14.09,,,2600,,30,3640,,
MG-47 AK,5cf54404d7f00c108840b2ef,1,1,,,,9000,14291,-4.61,,,1900,2327,22,2660,,
USP-1,5cf638cbd7f00c06595bc936,1,1,,,,9999,11476,-5.81,,,5800,7105,66,8120,,
USP-1 cup,5cf639aad7f00c065703d455,1,1,,,,200,300,-98.83,,,110,,,154,,
VS Combo,5cf656f2d7f00c06585fb6eb,2,1,,,,39000,45274,-4.52,,,7040,8624,80,9856,,
WT1052,5cf67a1bd7f00c06585fb6f3,1,1,,,,8000,9675,-26.55,,,760,931,9,1064,,
WT0032_1,5cf67cadd7f00c065a5abab7,1,1,,,,22000,20841,-7.67,,,740,906,8,1036,,
TACCOM,5cf6935bd7f00c06585fb791,1,1,,,,14999,23774,34.35,,,4340,5316,49,6076,,
ST6012 556,5cf6937cd7f00c056c53fb39,1,1,,,,20000,30448,1.75,,,4920,6027,56,6888,,
BMD A3,5cf78496d7f00c065703d6ca,1,1,,,,22222,23472,-20.84,,,1200,1470,14,1680,,
BMD 762,5cf78720d7f00c06595bc93e,1,1,,,,11000,15016,-3.83,,,3940,4826,45,5516,,
Mosin thr.,5cf79389d7f00c10941a0c4d,1,1,,,,0,0,0,,,600,735,7,840,,
TR thr.,5cf79599d7f00c10875d9212,1,1,,,,5000,10348,-10.47,,,1180,1445,13,1652,,
PS90,5cf7acfcd7f00c1084477cf2,2,1,,,,5000,17332,-3.63,,,880,1078,10,1232,,
Powermag,5cf8f3b0d7f00c00217872ef,2,2,,,,34000,45942,11.32,,,10000,,114,14000,,
X-47 7.62,5cfe8010d7ad1a59283b14c6,1,2,,,,,0,,,,11880,,135,16632,,
WAVE 556,5cff9e5ed7ad1a09407397d4,1,1,,,,10999,19619,-1.53,,,3192,3910,36,4468,,
WAVE QD,5cff9e84d7ad1a049e54ed55,2,1,,,,37900,40393,-1.26,,,20400,24990,232,28560,,
Viper AR15,5d00e0cbd7ad1a6c6566a42d,2,1,,,,14500,14466,-9.22,,,3800,4655,43,5320,,
GS-5B,5d00ec68d7ad1a04a067e5be,1,1,,,,37000,54660,-5.71,,,3120,3822,35,4368,,
"SWS N6 10.5""",5d00ede1d7ad1a0940739a76,2,1,,,,12000,14204,-16.36,,,7680,9408,87,10752,,
SWS N6 Split,5d00ef6dd7ad1a0940739b16,2,1,,,,20000,21662,-3.69,,,7680,9408,87,10752,,
Viper AR15,5d00f63bd7ad1a59283b1c1e,2,1,,,,9999,13892,-3.01,,,3800,4655,43,5320,,
MP5 HX-5,5d010d1cd7ad1a59283b1ce7,2,1,,,,19999,22900,13.19,,,5760,7056,65,8064,,
UAS SKS,5d0236dad7ad1a0940739d29,3,1,,,,39999,43060,3.7,,,6520,,74,9128,,
SKS AG-58,5d023784d7ad1a049d4aa7f2,1,1,,,,9999,13422,-1.86,,,2542,3114,29,3559,,
Patriot K+W,5d024f5cd7ad1a04a067e91a,1,1,,,,11201,19160,5.44,,,980,,11,1372,,
Ergo,5d025cc1d7ad1a53845279ef,1,1,,,,35000,41530,0.61,,,8640,10584,98,12096,,
Vette 556,5d02676dd7ad1a049e54f6dc,1,1,,,,9000,16233,3.69,,,4000,4900,45,5600,,
Vette 762,5d02677ad7ad1a04a15c0f95,1,1,,,,9000,9644,-1.71,,,3360,4116,38,4704,,
RED 762,5d026791d7ad1a04a067ea63,1,1,,,,21419,28407,-4.03,,,8120,9947,92,11368,,
CMS,5d02778e86f774203e7dedbe,2,1,,,,24500,27912,-2.25,18000,22680,14400,,164,,22320,21600
Surv12,5d02797c86f774203f38e30a,3,1,,,,45420,48042,-3.08,36000,45360,28800,,327,,44640,43200
MCable,5d0375ff86f774186372f685,2,1,,,,46000,53071,1.26,,25956,16480,20188,187,23072,,
MCB,5d0376a486f7747d8050965c,1,1,,,,58555,54350,-1.23,,25200,16000,19600,182,22400,,
AESA,5d03775b86f774203e7e0c4b,2,2,,,,108420,117683,1.76,,104580,66400,81340,755,92960,,
Iridium,5d0377ce86f774186372f689,1,1,,,,50000,56924,-0.94,,51156,32480,39788,369,45472,,
MGT,5d03784a86f774203e7e0c4d,1,2,,,,33333,39357,-0.72,,39060,24800,30380,282,34720,,
PFilter,5d0378d486f77420421a5ff4,1,1,,,,62000,66587,9.73,,34650,22000,26950,250,30800,,
Tank battery,5d03794386f77420415576f5,4,2,,,,200000,217297,-2.12,165000,207900,132000,161700,,,,
OFZ,5d0379a886f77420407aa271,1,2,,,,37999,37646,0.41,28000,35280,22400,27440,,,,
SSK,5d08d21286f774736e7c94c3,1,1,,,,262500,306478,3.49,25000,31500,20000,,,,,
1P59 mount,5d0a29ead7ad1a0026013f27,1,1,,,,25777,0,0,,,700,,8,980,,
1P69 mount,5d0a29fed7ad1a002769ad08,2,1,,,,18000,18000,-0.29,,,752,,9,1052,,
1P59,5d0a3a58d7ad1a669c15ca14,2,1,,,,13000,14841,-18.21,,,8880,10878,101,12432,,
1P69,5d0a3e8cd7ad1a6f6a3d35bd,2,1,,,,14500,15366,-6.32,,,10080,12348,115,14112,,
1P59 cup,5d0b5cd3d7ad1a3fe32ad263,1,1,,,,9999,12666,-34.82,,,230,,,322,,
AN/PEQ-2,5d10b49bd7ad1a1a560708b0,1,1,,,,9555,11087,-8.13,,,4103,5026,47,5744,,
ACE SOCOM,5d120a10d7ad1a4e1026ba85,2,1,,,,11111,18034,-11.19,,,4260,,48,5964,,
ACE pad,5d120a28d7ad1a1c8962e295,1,1,,,,20999,24455,-25.27,,,1911,,22,2676,,
"URX3.1 10.75""",5d122e7bd7ad1a07102d6d7f,2,1,,,,9999,23196,-0.07,,,7520,9212,85,10528,,
"URX3 8""",5d123102d7ad1a004e475fe5,2,1,,,,20888,20874,-23.25,,,6680,8183,76,9352,,
URX short,5d123a3cd7ad1a004e476058,1,1,,,,12331,12207,-20.54,,,480,,,672,,
URX long,5d123b70d7ad1a0ee35e0754,1,1,,,,9900,15828,-18.25,,,700,,,980,,
URX stop,5d123b7dd7ad1a004f01b262,1,1,,,,7999,12871,-33.79,,,1140,,,1596,,
URX short,5d124c01d7ad1a115c7d59fb,1,1,,,,9999,9705,-42.23,,,480,,,672,,
URX long,5d124c0ed7ad1a10d168dd9b,1,1,,,,2500,9841,-5.35,,,700,,,980,,
URX stop,5d124c1ad7ad1a12227c53a7,1,1,,,,8500,12052,-2.14,,,1140,,,1596,,
"URX3 3""",5d133067d7ad1a33013f95b4,1,1,,,,20000,20000,-32.45,,,629,,7,880,,
GEN M3,5d1340b3d7ad1a0b52682ed7,1,2,,,,14999,26037,-13.29,,,1245,,14,1743,,
GEN M3,5d1340bdd7ad1a0e8d245aab,1,3,,,,19000,34638,13.87,,,2470,,28,3459,,
GEN M3,5d1340cad7ad1a0b0b249869,1,2,,,,32000,20202,0.11,,,1518,,17,2126,,
CTR,5d135e83d7ad1a21b83f42d8,2,1,,,,24000,28366,-0.64,,,3248,,37,4547,,
CTR FDE,5d135ecbd7ad1a21c176542e,2,1,,,,13899,21793,8.49,,,3248,,37,4547,,
Goliaf,5d15ce51d7ad1a1eff619092,1,1,,,,7299,11796,-14.05,,,2077,2545,24,2908,,
MOE AR15,5d15cf3bd7ad1a67e71518b2,1,1,,,,15555,20489,-23.99,,,1640,2009,19,2296,,
MP5 Tri-Rail,5d19cd96d7ad1a4a992c9f52,2,1,,,,39999,24613,-9.81,,,4080,4998,46,5712,,
AKM-L,5d1b198cd7ad1a604869ad72,1,1,,,,12999,12365,1.1,,,1680,2058,19,2352,,
FP-100,5d1b2f3f86f774252167a52c,3,3,,,,109420,102755,1.79,41000,51660,32800,40180,,,,
Motor,5d1b2fa286f77425227d1674,2,2,,,,52420,57074,3.39,,27090,17200,21070,195,24080,,
NIXXOR,5d1b2ffd86f77425243e8d17,1,1,,,,41221,44152,-4.08,,15939,10120,12397,115,14168,,
LCD,5d1b304286f774253763a528,1,2,,,,34000,33930,3.38,,23940,15200,18620,173,21280,,
BrokenLCD,5d1b309586f77425227d1676,1,2,,,,16999,18934,2.02,,13545,8600,10535,98,12040,,
Relay,5d1b313086f77425227d1678,1,1,,,,18000,15255,15.51,,5985,3800,4655,43,5320,,
Hand drill,5d1b317c86f7742523398392,3,2,,,,37900,37949,0.06,30000,37800,24000,,,,,
RPliers,5d1b31ce86f7742523398394,1,1,,,,18999,19245,-0.87,13500,17010,10800,,,,,
PGauge,5d1b327086f7742525194449,2,1,,,,41999,49316,-3.54,30600,38556,24480,,,,,36720
Therm.,5d1b32c186f774252167a530,1,2,,,,28888,29091,-0.7,22800,28728,18240,,,,,27360
Superwater,5d1b33a686f7742523398398,2,2,,,,104500,109314,-0.88,,31500,20000,,,,,30000
Fuel,5d1b36a186f7742523398433,2,3,,,,168000,171420,-0.45,24000,30240,19200,23520,,,,
Fuel,5d1b371186f774253763a656,2,2,,,,108000,92750,-4.58,25000,31500,20000,24500,,,,
Moonshine,5d1b376e86f774252519444e,1,2,,,,240000,249434,1.26,100000,126000,80000,,,,,120000
WFilter,5d1b385e86f774252167b98a,1,2,,,,79998,76586,5.86,12250,15435,9800,12005,,,,
Bulb,5d1b392c86f77425243e98fe,1,1,,,,10300,11677,-14.09,,5985,3800,4655,43,5320,,
Tube,5d1b39a386f774252339976f,1,1,,,,14420,14728,-7.51,9450,11907,7560,,,,,11340
Meds,5d1b3a5d86f774252167ba22,1,1,,,,10333,12197,-1.41,3250,4095,2600,3185,,,,
Syringe,5d1b3f2d86f774253763b735,1,1,,,,29888,25576,-13.45,1500,1890,1200,1470,,,,
FLIR RS-32,5d1b5e94d7ad1a2b865a96b0,2,1,,,,,0,,,,57917,,658,81084,,
GLR-17,5d1c702ad7ad1a632267f429,2,1,,,,20000,43096,-16.41,,,3680,,42,5152,,
Helix,5d1c774f86f7746d6620f8db,1,1,,,,15500,15303,-11.34,,9135,5800,7105,66,8120,,
WParts,5d1c819a86f774771b0acd6c,2,1,,,,19980,16330,-1.32,7120,8971,5696,6977,,,,
WAVE 762,5d1f819086f7744b355c219b,1,1,,,,30000,19246,-16.82,,,3192,3910,36,4468,,
P90 SBR,5d23404b86f7740d62079098,4,2,,,,,0,0,22600,,18080,,205,25312,,
P90 CWDG,5d2340e986f77461496241bc,4,2,,,,,0,0,22600,,18080,,205,25312,,
P90 SBRT,5d23424c86f7740d5e50ce65,4,2,,,,,0,0,22600,,18080,,205,25312,,
Skull,5d235a5986f77443f6329bc6,1,1,,,,59000,54522,-4.65,,34650,22000,26950,250,,,
GP,5d235b4d86f7742e017bc88a,1,1,,,,34000,37909,-6.91,,22554,14320,17542,163,,,
S I C C,5d235bb686f77443f4331278,2,1,,,,0,0,0,,472500,300000,,,,465000,
DBAL-PL,5d2369418abbc306c62e0c80,1,1,,,,26433,27376,5.12,,,5400,6615,61,7560,,
AICS,5d25a4a98abbc30b917421a4,1,1,,,,20000,20420,27.63,,,840,,10,1176,,
AICS,5d25a6538abbc306c62e630d,1,2,,,,15000,21660,-6.75,,,1560,,18,2184,,
M700 AICS,5d25a6a48abbc306c62e6310,1,2,,,,14500,16423,-20.55,,,2240,,25,3136,,
PMAG AC,5d25a7b88abbc3054f3e60bc,1,2,,,,24999,21738,-34.88,,,2000,,23,2800,,
AA-70,5d25af8f8abbc3055079fec5,1,1,,,,25420,34935,29.4,,,1736,,20,2430,,
AICS M700,5d25d0ac8abbc3054f3e61f7,4,1,,,,25000,32467,-5.55,,,10600,,120,14840,,
"M700 26""",5d2702e88abbc31ed91efc44,4,1,,,,0,0,0,,,10360,12691,118,14504,,
"M700 20""",5d2703038abbc3105103d94c,3,1,,,,0,0,0,,,9120,11172,104,12768,,
M700 cap,5d270b3c8abbc3105335cfb8,1,1,,,,0,0,0,,,200,245,2,280,,
M700 cap,5d270ca28abbc31ee25ee821,1,1,,,,0,0,0,,,240,294,3,336,,
Bastion,5d2c76ed48f03532f2136169,2,1,,,,6400,11684,-27.49,,,2200,2695,25,3080,,
PDC,5d2c770c48f0354b4a07c100,2,1,,,,60000,77133,-26.85,,,5940,7276,67,8316,,
Dog Leg Rail,5d2c772c48f0355d95672c25,2,1,,,,31111,29659,-24.79,,,4640,5684,53,6496,,
WASR,5d2c829448f0353a5c7d6674,1,1,,,,9000,9833,-26.46,,,1200,1470,14,1680,,
SRS-02,5d2da1e948f035477b1ce2ba,1,1,,,,15000,18408,-0.85,11450,,9160,11221,104,12824,,
Compact 2x32,5d2dc3e548f035404a1a4798,2,1,,,,36000,39101,5.78,,,14800,18130,168,20720,,
MP5K-N,5d2f0d8048f0356c925bc3b0,1,1,,,,17000,16658,-4.26,4750,,3800,,43,5320,,
MP5,5d2f213448f0355009199284,1,1,,,,55555,0,0,,,1240,,14,1736,,
MP5K,5d2f259b48f0355a844acd74,1,1,,,,6999,8828,-9.36,,,1148,1406,13,1607,,
EndCap,5d2f25bc48f03502573e5d85,1,1,,,,6969,0,0,,,1000,,11,1400,,
MP5K,5d2f261548f03576f500e7b7,2,1,,,,12400,13087,4.78,,,1220,1494,14,1708,,
MP5K CH,5d2f2d5748f03572ec0c0139,1,1,,,,22222,0,0,,,620,,7,868,,
M700 AICS,5d383e1a86f7742a1468ce63,5,2,,,,,0,0,8750,,7000,,80,9800,,10500
M700 ARCH,5d383ee786f7742a15793860,5,2,,,,,0,0,8750,,7000,,80,9800,,10500
M700 PRO,5d383f5d86f7742a15793872,5,2,,,,,0,0,8750,,7000,,80,9800,,10500
M700 MRS,5d38517786f7742a1468cf6a,5,2,,,,,0,0,8750,,7000,,80,9800,,10500
FN 5-7,5d3eb3b0a4b93615055e84d2,2,1,,,,28900,31819,1.47,7119,,5695,,65,7973,,
5-7,5d3eb44aa4b93650d64e4979,2,1,,,,15200,18399,-13.63,,,1684,2062,19,2357,,
5-7 RS,5d3eb4aba4b93650d64e497d,1,1,,,,20000,14999,-29.98,450,,360,441,4,504,,
5-7 FS,5d3eb536a4b9363b1f22f8e2,1,1,,,,20000,24849,37.31,400,,320,392,4,448,,
5-7 thr.,5d3eb59ea4b9361c284bb4b2,1,1,,,,0,0,0,,,1680,2058,19,2352,,
5-7 barrel,5d3eb5b6a4b9361eab311902,1,1,,,,30000,0,0,,,1592,1950,18,2228,,
5-7,5d3eb5eca4b9363b1f22f8e4,1,1,,,,14444,19412,5.04,,,1464,,17,2049,,
SFN-57,5d3ef698a4b9361182109872,2,1,,,,21599,29654,-4.83,,,15176,18590,172,21246,,
Whiskey,5d403f9186f7743cac3f229b,1,2,,,,50000,51436,-2.43,,31500,20000,,,,,30000
Vodka,5d40407c86f774318526545a,1,2,,,,25000,27920,-0.62,12500,15750,10000,,,,,15000
Shampoo,5d40412b86f7743cb332ac3a,1,2,,,,19000,20263,0.3,3500,4410,2800,3430,,,,
MScissors,5d40419286f774318526545f,1,2,,,,14000,14554,-0.26,11150,14049,8920,,,,,
Ortodontox,5d4041f086f7743cac3f22a7,1,1,,,,9000,7750,-9.23,2700,3402,2160,2646,,,,
Nippers,5d40425986f7743185265461,1,1,,,,11000,11142,-2.65,8500,10710,6800,,,,,
L&F scdr.,5d4042a986f7743185265463,1,2,,,,20999,21710,0.53,16500,20790,13200,,,,,
TX-15 DML,5d43021ca4b9362eab4b5e25,1,1,,,,90000,123687,-11.68,12198,,9758,,111,13662,,
TX15 LW,5d4405aaa4b9361e6a4e6bd3,2,1,,,,19999,24808,-10.49,,,3680,4508,42,5152,,
Ion Lite,5d4405f0a4b9361e6a4e6bd9,3,1,,,,21111,25130,-3.7,,,7960,9751,90,11144,,
223CB,5d440625a4b9361eec4ae6c5,1,1,,,,8888,13445,-9.7,,,2872,3518,33,4020,,
Ultra 5,5d44064fa4b9361e4f6eb8b5,2,1,,,,43420,46595,-1.74,,,24800,30380,282,34720,,
PRS GEN3,5d44069ca4b9361ebd26fc37,2,1,,,,29900,36135,1.88,,,7520,,85,10528,,
PRS GEN3,5d4406a8a4b9361e4f6eb8b7,2,1,,,,51488,61623,11.94,,,7520,,85,10528,,
"AR-15 18""",5d440b93a4b9364276578d4b,3,1,,,,75995,83283,-5.95,,,12626,15467,143,17677,,
"AR-15 20""",5d440b9fa4b93601354d480c,4,1,,,,80000,84394,20.29,,,14626,17917,166,20477,,
Raptor Grey,5d44334ba4b9362b346d1948,1,1,,,,100000,42987,-5.54,,,2661,,30,3725,,
30CB,5d443f8fa4b93678dd4a01aa,1,1,,,,13999,20590,-9.65,,,2912,3567,33,4076,,
AKM-L,5d4aaa54a4b9365392071170,1,1,,,,16000,18178,-11.5,,,11120,13622,126,15568,,
AKM-L,5d4aaa73a4b9365392071175,1,1,,,,16000,18749,-13.44,,,9680,11858,110,13552,,
VS Combo,5d4aab30a4b9365435358c55,2,1,,,,32222,46928,6.98,,,11840,14504,135,16576,,
6B3TM-01M,5d5d646386f7742797261fd9,3,4,,,,69420,65777,0.04,22650,,18120,22197,206,,28086,27180
D3CRX,5d5d85c586f774279a21cbdb,3,3,,,,25500,29155,1.29,19750,,15800,19355,180,,24490,23700
A18,5d5d87f786f77427997cfaef,4,3,,,,,0,,53500,,42800,52430,486,,66340,64200
MRig,5d5d8ca986f7742798716522,2,3,,,,11998,13832,7.55,4800,,3840,4704,44,,5952,5760
Mechanism,5d5d940f86f7742797262046,5,5,,,,50000,54613,2.93,,,21400,26215,,,33170,32100
TC-2001,5d5e7d28a4b936645d161203,2,2,,,,34444,42031,1.04,,,18480,22638,210,,28644,
TC-2002,5d5e9c74a4b9364855191c40,2,2,,,,40000,42649,-0.2,,,19640,24059,223,,30442,
Crossbow,5d5fca1ea4b93635fd598c07,2,1,,,,8000,12103,28.43,,,1400,1715,16,,2170,
F scdr.,5d63d33b86f7746ea9275524,1,1,,,,10999,10454,3.74,7000,8820,5600,,,,,
FN 5-7 FDE,5d67abc1a4b93614ec50137f,2,1,,,,25000,30795,2.93,7119,,5695,,65,7973,,
Gascan,5d6d2e22a4b9361bd5780d05,2,1,,,,4200,7371,-19.94,,,2240,2744,25,,3472,
Aviator,5d6d2ef3a4b93618084f58bd,2,1,,,,6777,10723,9.27,,,2680,3283,30,,4154,
LShZ-2DTM,5d6d3716a4b9361bc8618872,2,2,,,,62000,74426,-3.28,,,39440,48314,448,,61132,
2DTM FS,5d6d3829a4b9361bc8618943,2,1,,,,46660,60381,5.77,,,11600,14210,132,,17980,
LShZ-2DTM,5d6d3943a4b9360dbc46d0cc,1,1,,,,15600,11604,-13.36,,,600,735,7,,930,
Aventail,5d6d3be5a4b9361bc73bc763,2,1,,,,23999,27190,0.37,,,13280,16268,151,,20584,
5.25mm,5d6e6772a4b936088465b17c,1,1,,,,300,0,0,17,,14,,,19,,
Express,5d6e67fba4b9361bc73bc779,1,1,,,,100,0,0,19,,15,,,21,,
Magnum,5d6e6806a4b936088465b17e,1,1,,,,356,383,4.91,25,,20,,,28,,
Grizzly 40,5d6e6869a4b9361c140bcfde,1,1,,,,100,159,-70.77,33,,26,,,36,,
Poleva-3,5d6e6891a4b9361bd473feea,1,1,,,,53,96,-10.58,25,,20,,,28,,
Poleva-6u,5d6e689ca4b9361bc8618956,1,1,,,,69,481,99.09,34,,27,,,38,,
AP-20,5d6e68a8a4b9360b6c0d54e2,1,1,,,,,0,,68,,54,,,76,,
CSP,5d6e68b3a4b9361bca7e50b5,1,1,,,,,0,,41,,32,,,45,,
.50 BMG,5d6e68c4a4b9361b93413f79,1,1,,,,700,1099,-0.09,62,,49,,,69,,
SFormance,5d6e68d1a4b93622fe60e845,1,1,,,,,0,,96,,76,,,107,,
DualSabot,5d6e68dea4b9361bcc29e659,1,1,,,,500,71,-81.05,34,,27,,,38,,
FTX,5d6e68e6a4b9361c140bcfe0,1,1,,,,300,724,17.41,35,,28,,,39,,
Flechette,5d6e6911a4b9361bd5780d52,1,1,,,,490,516,-6.12,37,,30,,,42,,
5.6mm,5d6e695fa4b936359b35d852,1,1,,,,30,30,20,10,,8,,,11,,
6.2mm,5d6e69b9a4b9361bc8618958,1,1,,,,30,30,-2.17,15,,12,,,16,,
7.3mm,5d6e69c7a4b9360b6c0d54e4,1,1,,,,40,64,0,19,,15,,,21,,
Star,5d6e6a05a4b93618084f58d0,1,1,,,,499,344,-36.04,40,,32,,,45,,
Poleva-6u,5d6e6a42a4b9364f07165f52,1,1,,,,57,57,-52.5,32,,26,,,36,,
Poleva-3,5d6e6a53a4b9361bd473feec,1,1,,,,50,283,439.05,24,,19,,,26,,
Devastator,5d6e6a5fa4b93614ec501745,1,1,,,,500,226,-56.25,90,,72,,,100,,
Eagle,5d6fc78386f77449d825f9dc,1,2,,,,30999,34296,-4.41,16000,20160,12800,15680,,,,
Hawk,5d6fc87386f77449db3db94e,1,2,,,,22000,26657,-0.82,17500,22050,14000,17150,,,,
VOG-30,5d70e500a4b9364de70d38ce,1,1,,,,0,0,0,490,,392,,,548,,
5-7 RMR,5d7b6bafa4b93652786f4c76,1,1,,,,9887,12563,-5.19,,,680,,8,952,,
RB-BK mrk.,5d80c60f86f77440373c4ece,1,1,,,,299998,281204,2.5,30000,37800,24000,,,,,
RB-VO mrk.,5d80c62a86f7744036212b3f,1,1,,,,200000,169785,-13.94,30000,37800,24000,,,,,
RB-AO,5d80c66d86f774405611c7d6,1,1,,,,43222,41961,-23.19,30000,37800,24000,,,,,
RB-OB,5d80c6c586f77440351beef1,1,1,,,,124999,189878,3.27,25000,31500,20000,,,,,
RB-TB,5d80c6fc86f774403a401e3c,1,1,,,,43344,61113,6.55,25000,31500,20000,,,,,
RB-AK,5d80c78786f774403a401e3e,1,1,,,,48999,45009,-12.27,21500,27090,17200,,,,,
RB-AM,5d80c88d86f77440556dbf07,1,1,,,,58888,63163,-21.19,22500,28350,18000,,,,,
RB-OP,5d80c8f586f77440373c4ed0,1,1,,,,34999,40618,-27.25,20000,25200,16000,,,,,
RB-MP11,5d80c93086f7744036212b41,1,1,,,,50000,59187,-5.72,38000,47880,30400,,,,,
RB-MP12,5d80c95986f77440351beef3,1,1,,,,39000,44739,0.33,21000,26460,16800,,,,,
RB-MP21,5d80ca9086f774403a401e40,1,1,,,,49999,67546,2.59,32500,40950,26000,,,,,
RB-MP22,5d80cab086f77440535be201,1,1,,,,65000,65444,14.99,34500,43470,27600,,,,,
RB-PSP1,5d80cb3886f77440556dbf09,1,1,,,,111999,147184,-6.96,27500,34650,22000,,,,,
RB-PSV1,5d80cb5686f77440545d1286,1,1,,,,153333,135679,-7.42,27500,34650,22000,,,,,
RB-PP,5d80cb8786f774405611c7d9,1,1,,,,26000,31695,5.54,17500,22050,14000,,,,,
RB-MP13,5d80cbd886f77470855c26c2,1,1,,,,59999,67929,2.5,34000,42840,27200,,,,,
RB-ORB1,5d80ccac86f77470841ff452,1,1,,,,230000,270795,2.57,24500,30870,19600,,,,,
RB-ORB2,5d80ccdd86f77474f7575e02,1,1,,,,229999,157372,-13.97,26000,32760,20800,,,,,
RB-ORB3,5d80cd1a86f77402aa362f42,1,1,,,,500000,627967,-5.87,38500,48510,30800,,,,,
RB-KORL,5d8e0db586f7744450412a42,1,1,,,,69420,46394,-18.44,20000,25200,16000,,,,,
RB-KPRL,5d8e0e0e86f774321140eb56,1,1,,,,400000,400730,12.01,26000,32760,20800,,,,,
HEPS,5d8e15b686f774445103b190,1,1,,,,58888,56372,25.39,20000,25200,16000,,,,,
RB-GN,5d8e3ecc86f774414c78d05e,1,1,,,,65999,48747,1.41,25000,31500,20000,,,,,
RB-SMP,5d947d3886f774447b415893,1,1,,,,390000,527848,-16.17,25000,31500,20000,,,,,
RB-KSM,5d947d4e86f774447b415895,1,1,,,,1000000,1431666,23.89,25000,31500,20000,,,,,
RB-PSV2,5d95d6be86f77424444eb3a7,1,1,,,,99999,122109,40.83,25000,31500,20000,,,,,
RB-PSP2,5d95d6fa86f77424484aa5e9,1,1,,,,185000,126079,-37.06,25000,31500,20000,,,,,
Door Kicker,5d96141523f0ea1b7f2aacab,2,2,,,,8500,12019,0.56,,,4080,4998,46,,6324,
RB-ST,5d9f1fa686f774726974a992,1,1,,,,95000,101481,-2.63,27500,34650,22000,,,,,
RB-RS,5da46e3886f774653b7a83fe,1,1,,,,55555,49431,-17.18,30000,37800,24000,,,,,
RB-RH,5da5cdcd86f774529238fb9b,1,1,,,,42002,45617,-52.6,32500,40950,26000,,,,,
USEC,5da743f586f7744014504f72,1,1,,,,85000,83616,-7.06,42000,52920,33600,,,,,
MDR,5dcbd56fdbd3d91b3e5468d5,2,1,,,,,0,,31615,,25292,,287,35408,,
MDR Black,5dcbd6b46ec07c0c4347a564,2,1,,,,21999,20999,-37.32,,,3466,4245,39,4852,,
MDR Black,5dcbd6dddbd3d91b3e5468de,1,1,,,,11111,20255,31.73,,,928,1136,11,1299,,
"MDR 762 16""",5dcbe9431e1f4616d354987e,3,1,,,,27800,32298,11.98,,,19706,24140,224,27589,,
MDR 762,5dcbe965e4ed22586443a79d,1,1,,,,6999,9672,-4.85,,,2048,2508,23,2867,,
AK-74 Plum,5dd7f8c524e5d7504a4e3077,5,2,,,,,0,0,10875,,8700,,99,12180,,
